https://github.com/eddieringle/ghapi	development
https://github.com/SpringSource/spring-android	mobile
https://github.com/asual/lesscss-servlet	webapps
https://github.com/kirillcool/substance	other
https://github.com/mendhak/gpslogger	mobile
https://github.com/mozilla-metrics/grouperfish	development
https://github.com/grails/grails-maven	other
https://github.com/tlrobinson/jack-servlet	webapps
https://github.com/bixolabs/hadoop2solr	databases
https://github.com/jboss-switchyard/quickstarts	webapps
https://github.com/FasterXML/jackson-module-hibernate	databases
https://github.com/eclipse/orion.server	editors/IDE
https://github.com/dtrott/maven-thrift-plugin	other
https://github.com/begla/Blockmania	graphics
https://github.com/qmx/jitescript	development
https://github.com/gooddata/GoodData-CL	development
https://github.com/sonalgoyal/hiho	development
https://github.com/guardianproject/SecureSmartCam	mobile
https://github.com/ralfebert/jgravatar	webapps
https://github.com/lahwran/zanmini	other
https://github.com/SpringSource/spring-batch-admin	webapps
https://github.com/SpringSource/spring-data-graph-examples	graphics
https://github.com/softwaremill/softwaremill-common	other
https://github.com/cwensel/riffle	networking
https://github.com/CyanogenMod/android_packages_apps_Pacman	mobile
https://github.com/bmeike/ProgrammingAndroidExamples	mobile
https://github.com/Greplin/lucene-interval-fields	other
https://github.com/droidgiro/droidgiro-android	mobile
https://github.com/iandees/xapi-servlet	networking
https://github.com/tangfl/jbinlog	databases
https://github.com/esh/latte	development
https://github.com/mrdon/maven-yamlpom-plugin	other
https://github.com/weld/api	development
https://github.com/onesocialweb/osw-lib-java	webapps
https://github.com/JodaOrg/joda-money	other
https://github.com/cometd/cometd	webapps
https://github.com/dscho/fiji	development
https://github.com/harikrishnan83/rapa	networking
https://github.com/matthewmccullough/maven-training	other
https://github.com/nathanmarz/storm-kestrel	other
https://github.com/jenkinsci/ec2-plugin	other
https://github.com/szeiger/junit-interface	development
https://github.com/krestenkrab/kilim-erjang	other
https://github.com/irssiconnectbot/irssiconnectbot	mobile
https://github.com/koush/UrlImageViewHelper	webapps
https://github.com/apache/qpid	other
https://github.com/simonpk/j2me-oauth	other
https://github.com/maimuzo/android_utils	mobile
https://github.com/guardianproject/OtRChat	webapps
https://github.com/nerlo/nerlo	databases
https://github.com/emiliolg/apb	other
https://github.com/rtreffer/smack	other
https://github.com/pjstadig/tim-clojure-1.0-snapshot	other
https://github.com/lhofhansl/RhiNode	development
https://github.com/mrdon/maven-trap	other
https://github.com/ikeike443/HudsonPluginForPlay	games
https://github.com/markscott/git4idea	other
https://github.com/FellowTraveler/Moneychanger	other
https://github.com/gitblit/gitblit	other
https://github.com/rjyo/twitter-2-weibo	webapps
https://github.com/jbossas/jboss-as-maven-plugin	other
https://github.com/SpringSource/spring-amqp-samples	other
https://github.com/linkedin/linkedin-zookeeper	other
https://github.com/kamidev/DroidCouch	mobile
https://github.com/prb/bigbird	databases
https://github.com/adamac/Java-WebSocket-client	networking
https://github.com/hlship/tapx	other
https://github.com/jbossas/console	other
https://github.com/seam/servlet	networking
https://github.com/brunodecarvalho/hotpotato	networking
https://github.com/aparra/fixture-factory	other
https://github.com/gresrun/jesque	development
https://github.com/caelum/calopsita	development
https://github.com/pierre/meteo	loggers
https://github.com/nbronson/snaptree	development
https://github.com/kohsuke/github-api	other
https://github.com/krukow/stomple	networking
https://github.com/brycecurtis/phonegap-simjs	webapps
https://github.com/alkacon/opencms-core	webapps
https://github.com/toflames/Wikipedia-noSQL-Benchmark	databases
https://github.com/tomquist/Android-Error-Reporter	mobile
https://github.com/couchone/libcouch-android	mobile
https://github.com/leaflabs/maple-ide	development
https://github.com/tbuser/spinscan	other
https://github.com/proofpoint/platform	other
https://github.com/MarkyVasconcelos/Towel	development
https://github.com/Cathedrow/Cryptosuite	other
https://github.com/intalio/tempo	other
https://github.com/sirleech/Webduino	other
https://github.com/freenet/plugin-Freetalk-staging	other
https://github.com/arquillian/arquillian-examples	development
https://github.com/apache/cxf	other
https://github.com/jenkinsci/perforce-plugin	other
https://github.com/orfjackal/tdd-tetris-tutorial	games
https://github.com/dirkmc/press	other
https://github.com/TheDgtl/iChat	webapps
https://github.com/caelum/rest-client	other
https://github.com/RTykulsker/JavaBeanstalkClient	other
https://github.com/smparkes/zxing	other
https://github.com/mrdon/speakeasy-plugin	development
https://github.com/akkumar/jreversepro	other
https://github.com/rdelbru/SIREn	databases
https://github.com/Fudge/gitidea	editors/IDE
https://github.com/dwatling/athena	development
https://github.com/isungurov/jira4-git-plugin	other
https://github.com/jrecursive/protograph	other
https://github.com/ikai/gwt-gae-image-gallery	webapps
https://github.com/lmcalpin/Play--Scaffold	games
https://github.com/ning/atlas	development
https://github.com/HugeCollections/Collections	other
https://github.com/mattb/pig-redis	databases
https://github.com/SpringSource/spring-data-keyvalue-examples	databases
https://github.com/jenkinsci/android-emulator-plugin	mobile
https://github.com/jenkinsci/subversion-plugin	other
https://github.com/zcox/akka-zeromq-java	other
https://github.com/madriska/etherpad	databases
https://github.com/IGx89/titanium-c2dm	other
https://github.com/nicoulaj/idea-markdown	other
https://github.com/idris/spring-example-gae	other
https://github.com/cowtowncoder/java-uuid-generator	other
https://github.com/slluis/sharpen	development
https://github.com/9apps/programming-amazon-ec2	development
https://github.com/twilio/twilio-java	development
https://github.com/seam/rest	development
https://github.com/Salaboy/emergency-service-drools-app	development
https://github.com/fakereplace/fakereplace	development
https://github.com/apache/jackrabbit	development
https://github.com/esheri3/OWASP-CSRFGuard	development
https://github.com/antlr/stringtemplate4	development
https://github.com/killme2008/hs4j	databases
https://github.com/voxeo/moho	networking
https://github.com/seam/social	webapps
https://github.com/hyperic/hqapi	webapps
https://github.com/antlr/antlr4	other
https://github.com/jboulon/Honu	webapps
https://github.com/droolsjbpm/droolsjbpm-tools	other
https://github.com/Arachnid/bdbdatastore	databases
https://github.com/sitemesh/sitemesh2	webapps
https://github.com/dmitriid/blueredis	databases
https://github.com/loopj/airbrake-android	mobile
https://github.com/okjsp/okjsp-site	development
https://github.com/onesocialweb/osw-model	other
https://github.com/nearinfinity/hbase-dsl	databases
https://github.com/karussell/Jetwick	webapps
https://github.com/headius/cloby	other
https://github.com/apache/shiro	development
https://github.com/hraberg/enumerable	development
https://github.com/jezhumble/javasysmon	other
https://github.com/krestenkrab/bitcask-java	databases
https://github.com/flaptor/hist4j	databases
https://github.com/Sensebloom/OSCeleton-examples	other
https://github.com/apache/struts2	other
